OBJECTID,INTERSECTION,COUNT_DATE,ST_NAME1,ST_SEGMENT_DIR1,ST_SEGMENT_ADT1,ST_NAME2,ST_SEGMENT_DIR2,ST_SEGMENT_ADT2,ST_NAME3,ST_SEGMENT_DIR3,ST_SEGMENT_ADT3,ST_NAME4,ST_SEGMENT_DIR4,ST_SEGMENT_ADT4,ST_NAME5,ST_SEGMENT_DIR5,ST_SEGMENT_ADT5,INTERSECTION_ADT,YearCount,HyperlinkPDF,GlobalID
2024,GRAY BLUFF CT & HORSE PEN CREEK RD,1138579200000,GRAY BLUFF CT,NORTH,359,NA,SOUTH,32,HORSE PEN CREEK RD,WEST,13000,HORSE PEN CREEK RD,EAST,12963,NA,NA,NA,13177,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/GRAYBLUFF-HORSPENCREEK06.pdf,{C3BB507A-D3F2-46A5-B102-55777668C7BC}
2025,S GREENE ST & W MARKET ST,1157587200000,N GREENE ST,NORTH,4023,N GREENE ST,SOUTH,4346,W MARKET ST,WEST,13774,W MARKET ST,EAST,13443,NA,NA,NA,17793,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/GREENE-MARKET06.pdf,{5A307A6F-19C0-499E-8EDB-A0E826A99589}
2026,S GREENE ST & W WASHINGTON ST,1157587200000,S GREENE ST,NORTH,2809,S GREENE ST,SOUTH,1596,W WASHINGTON ST,WEST,5641,W WASHINGTON ST,EAST,4576,NA,NA,NA,7311,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/GREENE-WASHINGTON.pdf,{E5F55E19-5940-4B76-B92E-C08C0588B574}
2027,GUILFORD COLLEGE RD & HIBLER RD,1145404800000,GUILFORD COLLEGE RD,NORTH,26246,GUILFORD COLLEGE RD,SOUTH,28479,HIBLER RD,WEST,2712,DRIVE WAY,EAST,333,NA,NA,NA,28885,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/GUILFORDCOLL-HIBLER06.pdf,{83C43816-257C-42EC-AF11-34A85C6F614D}
2028,GUILFORD COLLEGE RD & SAPP RD,1145836800000,SAPP RD,NORTH,546,SAPP RD,SOUTH,1680,GUILFORD COLLEGE RD,WEST,19464,GUILFORD COLLEGE RD,EAST,20696,NA,NA,NA,21193,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/GUILFORDCOO-SAPP06.pdf,{D8900397-B985-4643-9554-B6D08DBB4A46}
2029,HALIFAX RD & MERRITT DR,1162771200000,MERRIT DR,NORTH,18294,MERRIT DR,SOUTH,18433,HALIFAX RD,WEST,2453,PATTERSON ST EXIT ,EAST,2458,NA,NA,NA,20819,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HALIFAX-MERRITT06.pdf,{83A1258D-8E0A-4A7D-9CF6-433EF1441BF9}
2030,HICKORY RIDGE DR & NC 68 HWY,1147651200000,NC 68 HWY N,NORTH,33586,NC 68 HWY S,SOUTH,35490,HICKORY RIDGE DR,WEST,2140,S REGIONAL RD,EAST,7048,NA,NA,NA,39132,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HickoryRidge-NC6806.pdf,{FC02D477-8F43-4FCB-8EAB-539AB921CA61}
2031,W GATE CITY BLVD & MACKAY RD,1161820800000,MACKAY RD,NORTH,13460,MACKAY RD,SOUTH,1457,HIGH POINT RD,WEST,22689,HIGH POINT RD,EAST,20260,NA,NA,NA,28933,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HIGHPOINT-Mackey06.pdf,{942B9AFB-2434-4C1A-AB41-197126A799A7}
2032,W GATE CITY BLVD & GRIMSLEY ST,1164153600000,W GATE CITY BLVD,NORTH,25069,W GATE CITY BLVD,SOUTH,25028,GRIMSLEY ST,WEST,359,GRIMSLEY ST,EAST,384,NA,NA,NA,25420,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HIGHPOINT-GRIMSLEY06.pdf,{D56BA415-4035-478D-BD13-B0FC5B38E2DF}
2033,W GATE CITY BLVD & I-40,1164067200000,W GATE CITY BLVD,NORTH,31225,W GATE CITY BLVD,SOUTH,32027,I 40,WEST,2786,I 40,EAST,11562,NA,NA,NA,38800,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HIGHPOINT-I40.pdf,{710599AA-CCA9-4DFC-9CF8-646029D5757B}
2034,W GATE CITY BLVD & PINECROFT RD,1155081600000,EXIT 217,NORTH,7143,PINECROFT RD,SOUTH,11719,W GATE CITY BLVD,WEST,27608,W GATE CITY BLVD,EAST,32048,NA,NA,NA,39259,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HIGHPOINT-PINECROFT06.pdf,{3B85D625-85F0-4FCD-8F2C-558610A96B7B}
2035,W GATE CITY BLVD & VANSTORY ST,1163462400000,W GATE CITY BLVD,NORTH,29342,W GATE CITY BLVD,SOUTH,26561,DRIVE WAY,WEST,495,VANSTORY ST,EAST,4516,NA,NA,NA,30457,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HIGHPOINT-VANSTORY06.pdf,{C20B7121-86D0-402C-A152-31C35F5D5782}
2036,W GATE CITY BLVD & VEASLEY ST,1154995200000,VEASLEY ST,NORTH,2380,FOUR SEASONS BLVD,SOUTH,4068,W GATE CITY BLVD,WEST,28625,W GATE CITY BLVD,EAST,26849,NA,NA,NA,30457,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HIGHPOINT-VEASLEY06.pdf,{AB76D90D-D4AE-44DA-ACFC-F705FCFA58FC}
2037,HOBBS RD & JEFFERSON RD,1140566400000,JEFFERSON RD,NORTH,3170,JEFFERSON RD,SOUTH,3281,HOBBS RD,WEST,6778,HOBBS RD,EAST,8087,NA,NA,NA,10658,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HOBBS-JEFFERSON06.pdf,{4E85F144-E40A-47BD-9A40-5E63B371D485}
2038,N HOLDEN RD & WATAUGA DR,1142294400000,N HOLDEN RD,NORTH,18089,N HOLDEN RD,SOUTH,18818,WATAUGA DR,WEST,405,WATAUGA DR,EAST,1540,NA,NA,NA,19426,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HOLDEN-WATAGUA06.pdf,{48EFEB6F-D90A-4955-9F77-D2F5A0C2CDA3}
2039,S HOLDEN RD & W VANDALIA RD,1153785600000,S HOLDEN RD,NORTH,16113,S HOLDEN RD,SOUTH,13406,W VANDALIA RD,WEST,8683,W VANDALIA RD,EAST,8496,NA,NA,NA,23349,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HOLDEN-VANDLIA06.pdf,{7D0EC7EA-15D3-4478-A507-A31E9424BE8D}
2040,S HOLDEN RD & W WENDOVER AVE,1159920000000,S HOLDEN RD,NORTH,22637,S HOLDEN RD,SOUTH,27885,W WENDOVER AVE RAMP,WEST,5660,W WENDOVER AVE RAMP,EAST,10324,NA,NA,NA,33253,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HOLDEN-WENDOVER06.pdf,{28D9414F-BFB1-4444-903B-34B140B5B27A}
2041,HORSE PEN CREEK RD & TALMAGA LN,1143676800000,HORSE PEN CREEK RD,NORTH,15048,HORSE PEN CREEK RD,SOUTH,16012,NA,WEST,0,TALMAGA LN,EAST,1248,NA,NA,NA,16154,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/HORSEPEN-TALMAGA06.pdf,{E39BD3D0-23FD-40C5-ACFF-466DD1022102}
2042,I-40 & W WENDOVER AVE,1147305600000,I-40,NORTH,43640,I-40,SOUTH,44956,W WENDOVER AVE,WEST,45997,W WENDOVER AVE,EAST,35937,NA,NA,NA,85265,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/I40-WENDOVERNEARSHEETZ.pdf,{87BB2F28-E14B-4982-A463-5DF0DA967CF9}
2043,I-40 & NC 68 HWY,1156204800000,NC 68 HWY,NORTH,52771,NC 68 HWY,SOUTH,46502,I-40,WEST,10166,I-40,EAST,10041,NA,NA,NA,59740,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/I40-NC6806.pdf,{DC930B1A-416A-4D76-9F1F-FC527CBDD400}
2044,W WENDOVER AVE & I-40 W RAMP,1145491200000,I-40 W ON RAMP,NORTH,10467,I-40 W EXIT 214,SOUTH,19838,WENDOVER AVE,WEST,70644,WENDOVER AVE,EAST,72995,NA,NA,NA,86972,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/I40-WENDOVERNEARSHEETZ.pdf,{AB6563C8-0CE0-4B06-AB0E-13244A8DEE74}
2045,INDEPENDENCE RD & LAWNDALE DR,1142812800000,LAWNDALE DR,NORTH,24951,LAWNDALE DR,SOUTH,24005,TARGET DRIVE WAY,WEST,1344,INDEPENDENCE RD,EAST,1186,NA,NA,NA,25743,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/INDEPEND-LAWNDAL06.pdf,{A9EA9430-E142-4FA2-AEEF-146FC9566401}
2046,JEFFERSON RD & NEW GARDEN RD,1149120000000,WILL DOSKEY DR,NORTH,396,JEFFERSON RD,SOUTH,7538,NEW GARDEN RD,WEST,21691,NEW GARDEN RD,EAST,22607,NA,NA,NA,26116,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/JEFFERSON-NEWGARDEN06.pdf,{80DE7126-3CAE-43AF-8E74-2A5C0A142C23}
2047,KOURY BLVD & PINECROFT RD,1155168000000,PINECROFT RD,NORTH,7853,PINECROFT RD,SOUTH,3836,KOURY BLVD,WEST,12573,KOURY BLVD,EAST,9174,NA,NA,NA,16718,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/KOURY-PINECROFT06.pdf,{57CBE0A6-7866-4FAC-9C4E-5CB8F6B1F573}
2048,LAKE JEANETTE RD & LAWNDALE DR,1151366400000,LAWNDALE DR,NORTH,17031,LAWNDALE DR,SOUTH,22433,NA,WEST,4,LAKE JEANETTE RD,EAST,6190,NA,NA,NA,22829,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/LAKEJEANETTE-LAWNDALE06.pdf,{2A97E76F-A7F8-430C-A08D-93E015623340}
2049,LANDMARK CENTER DR & W WENDOVER AVE,1145923200000,LANDVIEW DR,NORTH,5979,LANDMARK CENTER DR,SOUTH,2717,W WENDOVER AVE,WEST,32595,W WENDOVER AVE,EAST,37307,NA,NA,NA,39299,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/LANDMARK-WENDOVER06.pdf,{10CD9E0C-3EA6-4348-B444-02D85246FF2D}
2050,LAWNDALE DR & LELAND DR,1137024000000,LAWNDALE DR,NORTH,27489,LAWNDALE DR,SOUTH,27957,DRIVE WAY,WEST,207,LELAND DR,EAST,513,NA,NA,NA,28083,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/LAWNDALE-LELAND06.pdf,{3E138EC9-0781-4C0D-A50A-2601ABA0BAE3}
2051,W GATE CITY BLVD & UNCG PARKING,1137974400000,UNCG PARKING LOT,NORTH,3769,NA,SOUTH,10,W GATE CITY BLVD,WEST,29329,W GATE CITY BLVD,EAST,27354,NA,NA,NA,30231,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/LEEST-UNCGPARKING.pdf,{0287538A-307C-4FD8-A1AF-76989AEEE189}
2052,W GATE CITY BLVD & TATE ST,1160006400000,TATE ST,NORTH,7257,NA,SOUTH,5618,W GATE CITY BLVD,WEST,16411,W GATE CITY BLVD,EAST,12550,NA,NA,NA,20915,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/LEE-TATE06.pdf,{16F24F89-7998-443E-956B-6B27C00F34D5}
2053,W MARKET ST & MUIRS CHAPEL RD,1148342400000,MUIRS CHAPEL RD,NORTH,7531,SPRING GARDEN ST,SOUTH,8723,W MARKET ST,WEST,12396,W MARKET ST,EAST,14752,NA,NA,NA,21701,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MARKET-MURISCHAPEL06.pdf,{93D348C8-8D4F-4944-8B34-F7DA08736A13}
2054,W MARKET ST & PLEASANT RIDGE RD,1144713600000,PLEASANT RIDGE RD,NORTH,7254,NA,SOUTH,0,W MARKET ST,WEST,13738,W MARKET ST,EAST,10192,NA,NA,NA,15592,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MARKET-PLEASANTRIDGE06.pdf,{3A7DB9EC-183D-4E0E-A788-6C9CE0913536}
2055,W MARKET ST & SANDY RIDGE RD,1154304000000,NA,NORTH,2,SANDY RIDGE RD,SOUTH,9134,W MARKET ST,WEST,12156,W MARKET ST,EAST,13610,NA,NA,NA,17451,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MARKET-SANDYRIDGE06.pdf,{F433B12B-3B25-4D21-BC87-29A347FE1519}
2056,W MARKET ST & S SPRING ST,1156377600000,N SPRING ST,NORTH,10764,S SPRING ST,SOUTH,12567,W MARKET ST,WEST,17492,W MARKET ST,EAST,15677,NA,NA,NA,28250,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MARKET-SPRINGST06.pdf,{3C005095-3A73-47AE-9C4D-F8743809D0C2}
2057,W MARKET ST & STAGE COACH TRL,1145404800000,STAGE COACH TRL,NORTH,3933,,SOUTH,10,W MARKET ST,WEST,19177,W MARKET ST,EAST,19572,NA,NA,NA,21346,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MARKET-STAGECO06.pdf,{A0A06117-AB26-45F1-990B-5A1FE24F8D57}
2058,W MARKET ST & TATE ST,1159747200000,N TATE ST,NORTH,3572,N TATE ST,SOUTH,5658,W MARKET ST,WEST,18831,W MARKET ST,EAST,18061,NA,NA,NA,23061,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MARKET-TATE06.pdf,{EB169122-4419-404A-8398-3640F12B83F0}
2059,MLK JR DR & RANDOLPH AVE,1156723200000,MLK JR DR,NORTH,11125,MLK JR DR,SOUTH,9523,RANDOLPH AVE,WEST,2162,NA,EAST,0,NA,NA,NA,11405,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MARTINLUTHER-RANDOLPH06.pdf,{63C1267D-FE0B-4CBD-8532-E2CCDA3C9954}
2060,MARTINSVILLE RD & PISGAH CHURCH RD,1154390400000,MARTINSVILLE RD,NORTH,7671,MARTINSVILLE RD,SOUTH,8905,PISGAH CHURCH RD,WEST,19334,PISGAH CHURCH RD,EAST,20758,NA,NA,NA,28324,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MARTINSVILLE-PISGAHCHURCH06.pdf,{7AB8A7B0-DFFC-42F1-8663-9A506E90FCB1}
2061,W MARKET ST & S MENDENHALL ST,1158710400000,S MENDENHALL ST,NORTH,4598,S MENDENHALL ST,SOUTH,4966,W MARKET ST,WEST,16645,W MARKET ST,EAST,16291,NA,NA,NA,21250,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MENDENHALL-MARKET06.pdf,{A26FA15B-1C0A-4679-87E8-22488DA53887}
2062,MICHELLE LN & VANSTORY ST,1137024000000,VANSTORY ST,NORTH,11393,VANSTORY ST,SOUTH,10446,DRIVE WAY,WEST,1323,MICHELLE LN,EAST,1368,NA,NA,NA,12265,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MICHELLE-VANSTORY06.pdf,{7E9A42F9-A462-4DFD-9533-0A00F58E2800}
2063,MUIRS CHAPEL RD & TOWER RD,1157500800000,MUIRS CHAPEL RD,NORTH,13869,MUIRS CHAPEL RD,SOUTH,16138,TOWER RD,WEST,3543,TOWER RD,EAST,3230,NA,NA,NA,18390,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/MUIRSCHAPEL-TOWER06.pdf,{9E1EBBE1-B88F-4FBB-872A-7B0FCBA1665C}
2064,NATIONAL SERVICE RD & THORNDIKE RD,1137715200000,NATIONAL SERVICE RD,NORTH,5389,HOTEL,SOUTH,1446,THORNDIKE RD,WEST,7102,THORNDIKE RD,EAST,12847,NA,NA,NA,13392,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/NATIONALSERVICE-THORNDIKE1106.pdf,{0250121B-470E-4671-A270-1B6D9C0BE1FA}
2065,NC 68 HWY & PLEASANT RIDGE RD,1144627200000,NC 68 HWY S,NORTH,21557,NC 68 HWY S,SOUTH,2633,PLEASANT RIDGE RD,WEST,6635,PLEASANT RIDGE RD,EAST,11144,NA,NA,NA,33028,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/NC68 PLEASANTRIDGE06.pdf,{7DA096DC-E6D9-48F8-827F-189B5698A653}
2066,NEALTOWN RD & WHITE ST,1141171200000,NA,NORTH,0,NEALTOWN RD,SOUTH,625,WHITE ST,WEST,1326,WHITE ST,EAST,1185,NA,NA,NA,1751,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/NEALTOWN-WHITE06.pdf,{483BEF03-7DBC-4ABE-A286-CE8566A6B383}
2067,PARK AVE & SULLIVAN ST,1158105600000,PARK AVE,NORTH,2778,PARK AVE,SOUTH,1630,SULLIVAN ST,WEST,6804,SULLIVAN ST,EAST,7694,NA,NA,NA,9453,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/PARK-SULLIVAN06.pdf,{C6451C8F-339C-40C3-AB5A-AB48B31929AC}
2068,PHILLIPS AVE & SUMMIT AVE,1150070400000,SUMMIT AVE,NORTH,12488,SUMMIT AVE,SOUTH,9647,NA,WEST,4,PHILLIPS AVE,EAST,8885,NA,NA,NA,15512,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/PHILLIPS-SUMMIT06.pdf,{6C215F6D-F61D-4214-9848-ED7648AF76AE}
2069,PHILLIPS AVE & SYKES AVE,1158105600000,NA,NORTH,4,SYKES AVE,SOUTH,1328,PHILLIPS AVE,WEST,5824,PHILLIPS AVE,EAST,6262,NA,NA,NA,6709,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/PHILLIPS-SYKES06.pdf,{0382ED7C-A7B3-4249-9391-CAD32F761200}
2070,PINECROFT RD & SEAWELL RD,1155513600000,PINECROFT RD,NORTH,4520,PINECROFT RD,SOUTH,5801,SEAWELL RD,WEST,18385,PRIVATE DR,EAST,195,NA,NA,NA,6177,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/PINECROFT-SEAWELL06.pdf,{5EE6F1BF-05A8-4A7F-9E9B-390248715808}
2071,RANDLEMAN RD & ROCKY KNOLL RD,1149552000000,RANDLEMAN RD,NORTH,13256,RANDLEMAN RD,SOUTH,18910,ROCKY KNOLL RD,WEST,832,ROCKY KNOLL CIR,EAST,1452,NA,NA,NA,20225,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/RANDLEMAN-ROCKYKNOLL06.pdf,{64905F85-C2F2-4E81-9EB5-2BDD9AAA8883}
2072,SAPP RD & W WENDOVER AVE,1145836800000,SAPP RD,NORTH,3950,SAPP RD,SOUTH,551,W WENDOVER AVE,WEST,32220,W WENDOVER AVE,EAST,31771,NA,NA,NA,34246,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/SAPP-WENDOVER06.pdf,{A9127A62-6B77-4705-90EE-8A584E681E5E}
2073,SIXTEENTH ST & YANCEYVILLE ST,1156291200000,YANCEYVILLE ST,NORTH,12314,YANCEYVILLE ST,SOUTH,12341,SIXTEENTH ST,WEST,5071,SIXTEENTH ST,EAST,6574,NA,NA,NA,18150,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/SIXTEENTH-YANCEYVILLE06.pdf,{16D25795-5D6E-4BFF-88D9-DF5D920221C1}
2074,STANLEY RD & BEST BUY,1162252800000,STANLEY RD,NORTH,17333,STANLEY RD,SOUTH,14396,DRIVE WAY,WEST,394,BEST BUY,EAST,5245,NA,NA,NA,18684,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/STANLEY-SOUTHBESTBUY06.pdf,{202DFE59-F345-4205-A0ED-A03E887862F5}
2075,STANLEY RD & W WENDOVER AVE,1146009600000,LANDVIEW DR,NORTH,3670,STANLEY RD,SOUTH,18842,W WENDOVER AVE,WEST,47072,W WENDOVER AVE,EAST,59964,NA,NA,NA,65060,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/STANLEY-WENDOVER06.pdf,{39E5B150-9605-4F47-BDB9-DABEF40BBD10}
2076,SUMMIT AVE & TWAIN RD,1307923200000,SUMMIT AVE,NORTH,105815,SUMMIT AVE,SOUTH,10622,TWAIN RD,WEST,1037,TWAIN RD,EAST,1666,NA,NA,NA,24810,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/SUMMITAV-TWAIN06.pdf,{B25B1575-E996-446E-8A0D-B31AF57744E2}
2077,SUMMIT AVE & TEXTILE DR,1150329600000,SUMMIT AVE,NORTH,21438,SUMMIT AVE,SOUTH,21350,TEXTILE DR,WEST,1673,TEXTILE DR,EAST,5159,NA,NA,NA,24810,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/SUMMIT-TEXTILE06.pdf,{6D39D488-6442-4193-AA90-6D3A35168B86}
2078,SYKES AVE & E WENDOVER AVE,1156291200000,SYKES AVE,NORTH,1229,SYKES AVE,SOUTH,1772,E WENDOVER AVE,WEST,29514,E WENDOVER AVE,EAST,30609,NA,NA,NA,31562,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/SYKES -WENDOVER06.pdf,{66D7A11C-31C7-4521-B88C-46FC97ACCA22}
2079,TEXTILE DR & YANCEYVILLE ST,1310428800000,YANCEYVILLE ST,NORTH,16149,YANCEYVILLE ST,SOUTH,13385,NA,WEST,12,TEXTILE DR,EAST,14230,NA,NA,NA,16888,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/TEXTILE-YANCEYVILLE06.pdf,{1734828E-66F8-4524-B909-1BCCB5FED583}
2080,THORNDIKE RD & NC 68 HWY,1144108800000,NC 68 HWY N,NORTH,37222,NC 68 HWY S,SOUTH,32941,THORNDIKE RD,WEST,15043,NA,EAST,0,NA,NA,NA,42612,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/THORNDIKE-NC6806.pdf,{909516E5-D34E-4D21-BE9C-AB349EF5B2A9}
2114,TRI-CITY BLVD & W WENDOVER AVE,1140998400000,TRI-CITY BLVD,NORTH,1282,DRIVE WAY,SOUTH,3760,W WENDOVER AVE,WEST,25538,W WENDOVER AVE,EAST,24740,NA,NA,NA,27560,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/TRICITY-WENDOVER06.pdf,{5DA2FEEC-0264-46D0-A01F-2D53517332F8}
2115,WESTOVER TER & W WENDOVER AVE RAMP,1144022400000,WESTOVER TER,NORTH,21529,WESTOVER TER,SOUTH,16361,WENDOVER OFF RAMP,WEST,4771,WENDOVER ON RAMP,EAST,4709,NA,NA,NA,23685,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/WESTOVER-WESTOVERRAMP06.pdf,{FC43BA83-B129-4229-9F12-B4FBCCE2232A}
2116,WESTRIDGE RD & WHITEHURST RD,1149552000000,WESTRIDGE RD,NORTH,21015,WESTRIDGE RD,SOUTH,23680,WHITEHURST RD,WEST,6410,NA,EAST,27,NA,NA,NA,25566,2006,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2006/WESTRIGE-WHITEHURST06.pdf,{ACCF408D-4A33-4F33-B6DE-1AE522CF3C0E}
2117,ADAMS FARM PKWY & HILLTOP RD,1169424000000,DRIVE WAY,NORTH,103,ADAMS FARM PKWY,SOUTH,11266,HILLTOP RD,WEST,9958,HILLTOP RD,EAST,13611,NA,NA,NA,17469,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/ADAMSFARM-HILLTOP07.pdf,{8192E48E-2CD6-4FE3-97B5-033C9185AF78}
2118,AIR HARBOR RD & BASS CHAPEL RD,1189555200000,NA,NORTH,9,BASS CHAPELRD,SOUTH,2934,AIR HARBOR RD,WEST,4649,AIR HARBOR RD,EAST,1876,NA,NA,NA,4734,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/AIRHARBOR-BASSCHAPEL07.pdf,{FBFE8A96-C3B3-47E2-A6C3-1AE164F5522B}
2119,BATTLEGROUND AVE & EDNEY RIDGE RD,1173916800000,BATTLEGROUND AVE,NORTH,39368,BATTLEGROUND AVE,SOUTH,37162,EDNEY RIDGE RD,WEST,4927,DRIVE WAY,EAST,1623,NA,NA,NA,41540,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/BATTLEGROUND-ENDNEYRIDGE07.pdf,{5B0CAFE9-2F75-40EA-99EC-7D72A72C3CD7}
2120,BATTLEGROUND AVE & FERNWOOD DR,1172102400000,BATTLEGROUND AVE,NORTH,36289,BATTLEGROUND AVE,SOUTH,37017,FERNWOOD DR,WEST,264,FERNWOOD DR,EAST,3722,NA,NA,NA,38646,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/BATTLEGROUND-FERNWOOD07.pdf,{DD816C79-87A5-4AFC-BC0B-1116581DE3FD}
2121,BATTLEGROUND AVE & HILL ST,1172534400000,BATTLEGROUND AVE,NORTH,15825,BATTLEGROUND AVE,SOUTH,14892,HILL ST,WEST,2850,HILL ST,EAST,1701,NA,NA,NA,17634,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/BATTLEGROUND-HILL07.pdf,{6FBDB5CA-4889-445F-92DE-82860DE732D9}
2122,BATTLEGROUND AVE & NEW GARDEN RD,1168300800000,BATTLEGROUND AVE,NORTH,28419,BATTLEGROUND AVE,SOUTH,31612,NEW GARDEN RD,WEST,16115,NEW GARDEN RD,EAST,7646,NA,NA,NA,41896,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/BATTLEGROUND-NEWGARDEN07.pdf,{441208FB-A041-4FAC-9535-1D4D7ED9F455}
2123,BATTLEGROUND AVE & WESTRIDGE RD,1173312000000,BATTLEGROUND AVE,NORTH,35268,BATTLEGROUND AVE,SOUTH,44804,WESTRIDGE RD,WEST,21629,WESTRIDGE RD,EAST,8169,NA,NA,NA,54935,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/BATTLEGROUND-WESTRIDGE07.pdf,{3DE59379-A7AB-4BB8-95C2-C8E670F43B23}
2124,N BENBOW RD & SULLIVAN ST,NA,NA,NORTH,7,N BENBOW RD,SOUTH,5005,SULLIVAN ST,WEST,60155,SULLIVAN ST,EAST,3117,NA,NA,NA,7072,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/BENBOW-SULLIVAN07.pdf,{12949483-522A-42CB-B029-4C46808CB885}
2125,E BESSEMER AVE & HUFFMAN ST,1168214400000,HUFFMAN ST,NORTH,6477,HUFFMAN ST,SOUTH,5723,E BESSEMER AVE,WEST,3268,E BESSEMER AVE,EAST,6796,NA,NA,NA,11132,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/BESSEMER-HUFFINEMILL07.pdf,{2AF5C0D3-1766-4633-8F5F-239582E742B6}
2126,E BESSEMER AVE & LINDSAY ST,1188950400000,E LINDSAY ST,NORTH,2675,E LINDSAY ST,SOUTH,5514,E BESSEMER AVE,WEST,11913,E BESSEMER AVE,EAST,11310,NA,NA,NA,15706,2007,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/2007/BESSEMER-LINDSAY07.pdf,{D97A3248-3289-47F9-AAA2-9A36DADF818B}
